6	1
14	2
18	3
24	4
42	5
44	6
42	7
68	8
54	9
60	10
116	11
90	12
78	13
120	14
90	15
144	16
146	17
108	18
174	19
188	20
190	21
132	22
198	23
144	24
150	25
344	26
162	27
168	28
320	29
230	30
274	31
276	32
306	33
204	34
302	35
328	36
222	37
422	38
234	39
372	40
554	41
324	42
258	43
380	44
270	45
420	46
620	47
288	48
294	49
432	50
466	51
492	52
458	53
504	54
522	55
794	56
342	57
348	58
510	59
360	60
720	61
536	62
598	63
384	64
728	65
604	66
402	67
948	68
414	69
420	70
974	71
560	72
438	73
998	74
702	75
696	76
666	77
468	78
474	79
692	80
974	81
768	82
932	83
504	84
810	85
1184	86
522	87
528	88
1250	89
702	90
834	91
1034	92
558	93
900	94
822	95
1420	96
582	97
848	98
594	99
600	100
1538	101
612	102
966	103
900	104
630	105
1284	106
1526	107
648	108
1050	109
1616	110
1018	111
672	112
978	113
684	114
690	115
1604	116
1098	117
1128	118
1340	119
1152	120
1110	121
1056	122
1186	123
1164	124
1082	125
1156	126
762	127
1754	128
1234	129
780	130
2374	131
1034	132
1278	133
1160	134
810	135
1248	136
1544	137
1296	138
834	139
2012	140
1294	141
852	142
1238	143
864	144
1362	145
2654	146
1422	147
888	148
1290	149
900	150
1836	151
2156	152
918	153
924	154
2132	155
1624	156
1518	157
1368	158
1980	159
960	160
2234	161
1552	162
978	163
1850	164
990	165
2496	166
1446	167
1008	168
1014	169
1472	170
1570	171
1656	172
3212	173
1684	174
1050	175
2444	176
1062	177
1728	178
1550	179
1692	180
2214	181
2186	182
1098	183
1764	184
2682	185
1708	186
1758	187
1628	188
1134	189
1140	190
3500	191
1152	192
1158	193
2760	194
1870	195
1800	196
1706	197
1908	198
1194	199
2258	200
3034	201
1212	202
1758	203
1980	204
1230	205
3824	206
1242	207
2610	208
2888	209
1652	210
2586	211
1836	212
1278	213
1284	214
3062	215
1984	216
2082	217
2462	218
1314	219
1320	220
3074	221
2088	222
2166	223
3260	224
2182	225
2076	226
2564	227
2188	228
2154	229
1992	230
2834	231
1392	232
2018	233
1404	234
1410	235
5210	236
2286	237
1428	238
3470	239
1890	240
2214	241
3536	242
2286	243
1464	244
2768	245
2260	246
2406	247
2148	248
1494	249
3912	250
3494	251
1512	252
1518	253
2870	254
1530	255
3144	256
3576	257
1548	258
2514	259
2252	260
4018	261
1572	262
4238	263
2484	264
1590	265
3704	266
1602	267
2616	268
2330	269
2632	270
4110	271
4124	272
1638	273
1644	274
2382	275
4264	276
1662	277
3968	278
1674	279
2724	280
5024	281
1692	282
2718	283
2460	284
2682	285
2628	286
2486	287
1728	288
2790	289
4022	290
2674	291
2748	292
4298	293
2824	294
1770	295
4124	296
2902	297
1788	298
5648	299
1800	300
2766	301
4416	302
1818	303
1824	304
4442	305
4934	306
1842	307
3482	308
1854	309
3012	310
4334	311
1872	312
2946	313
2720	314
3042	315
4884	316
4400	317
3096	318
1914	319
4572	320
2950	321
1932	322
2798	323
1944	324
1950	325
6038	326
5158	327
3168	328
2850	329
1980	330
4074	331
2876	332
3258	333
3144	334
3788	335
3088	336
3282	337
4928	338
3310	339
2040	340
7994	341
2700	342
2058	343
5588	344
2070	345
3180	346
3006	347
3276	348
3354	349
3032	350
3226	351
2112	352
3992	353
3420	354
4500	355
6724	356
2142	357
2148	358
3110	359
3460	360
4470	361
6866	362
2178	363
3564	364
3162	365
3364	366
3546	367
3188	368
3474	369
2220	370
8396	371
2232	372
2238	373
3240	374
3654	375
5724	376
3266	377
3676	378
3714	379
5810	380
4694	381
3672	382
5478	383
3760	384
3762	385
5384	386
2322	387
2328	388
4400	389
3672	390
3594	391
3396	392
5048	393
3840	394
5822	395
3640	396
3738	397
5534	398
2394	399
2400	400
5594	401
2412	402
2418	403
7790	404
2430	405
6124	406
4604	407
3988	408
2454	409
3552	410
6262	411
4008	412
6098	413
2484	414
3990	415
7730	416
2502	417
3936	418
6150	419
3320	420
3870	421
3656	422
2538	423
2544	424
7694	425
6616	426
2562	427
3708	428
4174	429
2580	430
8174	431
6876	432
2598	433
4910	434
2610	435
4008	436
6386	437
2628	438
4134	439
3812	440
4054	441
4332	442
5012	443
2664	444
4302	445
10544	446
2682	447
4308	448
3890	449
2700	450
5604	451
6290	452
5760	453
4440	454
3942	455
5624	456
4482	457
6728	458
4414	459
4332	460
8576	461
3654	462
4506	463
4020	464
2790	465
4284	466
6686	467
2808	468
2814	469
9098	470
7354	471
2832	472
4098	473
4464	474
2850	475
6644	476
4666	477
2868	478
6668	479
4672	480
9834	481
4176	482
2898	483
4680	484
4202	485
4468	486
2922	487
9302	488
4770	489
4812	490
6854	491
4732	492
2958	493
4280	494
4662	495
4560	496
9656	497
2988	498
2994	499
7412	500
4606	501
6390	502
7358	503
3024	504
4962	505
10664	506
3042	507
4956	508
7290	509
4932	510
4698	511
4436	512
3078	513
6654	514
5828	515
7876	516
3102	517
4488	518
5094	519
3120	520
7274	521
3132	522
8358	523
5930	524
5050	525
4836	526
7806	527
3168	528
5190	529
7592	530
8074	531
3192	532
7424	533
3204	534
3210	535
12884	536
5058	537
3228	538
4670	539
3240	540
4974	541
6134	542
5338	543
5124	544
4722	545
8584	546
5262	547
8108	548
5238	549
5400	550
13670	551
4370	552
3318	553
4800	554
3330	555
6864	556
4826	557
8896	558
3354	559
7802	560
5158	561
5436	562
4878	563
5544	564
9066	565
7904	566
3402	567
3408	568
11060	569
3420	570
5250	571
8196	572
3438	573
3444	574
8462	575
5296	576
3462	577
6542	578
5454	579
5580	580
11074	581
5668	582
3498	583
8660	584
3510	585
8952	586
9638	587
5688	588
3534	589
5112	590
9214	591
5796	592
8498	593
3564	594
3570	595
11114	596
3582	597
3588	598
8870	599
6516	600
9414	601
8816	602
5886	603
3624	604
6848	605
7484	606
5718	607
5268	608
3654	609
3660	610
8534	611
6012	612
5898	613
14390	614
6022	615
9696	616
5346	617
3708	618
3714	619
5372	620
9490	621
6072	622
7052	623
6004	624
6150	625
8744	626
6066	627
5916	628
5450	629
3780	630
7794	631
7154	632
6166	633
6240	634
12352	635
5848	636
3822	637
9488	638
3834	639
6192	640
14768	641
6048	642
6318	643
5580	644
6334	645
10080	646
5606	647
3888	648
8280	649
10046	650
5986	651
3912	652
9618	653
3924	654
3930	655
15124	656
6322	657
3948	658
7460	659
6444	660
8256	661
5736	662
6246	663
3984	664
5762	665
10444	666
6498	667
12392	668
4014	669
6312	670
9374	671
4032	672
4038	673
10040	674
6642	675
6216	676
12956	677
4068	678
11070	679
5892	680
8414	681
4092	682
5918	683
11020	684
4110	685
12806	686
4122	687
4128	688
5970	689
6640	690
10566	691
10196	692
6826	693
4164	694
9692	695
6400	696
4182	697
13698	698
4194	699
4200	700
16994	701
5564	702
6906	703
7970	704
11322	705
8724	706
10526	707
4248	708
4254	709
6152	710
6538	711
11388	712
8072	713
4284	714
4290	715
10004	716
7002	717
9372	718
10310	719
7092	720
6630	721
10070	722
6958	723
4344	724
6282	725
11104	726
4362	727
6308	728
4374	729
7152	730
18524	731
7192	732
6906	733
10760	734
7162	735
11628	736
6386	737
4428	738
4434	739
14174	740
6814	741
4452	742
6438	743
7200	744
7170	745
10424	746
9540	747
7368	748
12338	749
4500	750
6906	751
11156	752
7378	753
7104	754
11222	755
12594	756
7326	757
8582	758
4554	759
4560	760
18194	761
4572	762
7518	763
6620	764
4590	765
7044	766
14984	767
7236	768
7494	769
11352	770
7090	771
4632	772
6698	773
7560	774
7302	775
17954	776
4662	777
7488	778
6750	779
4680	780
9374	781
11216	782
7578	783
4704	784
8888	785
12412	786
7758	787
6828	788
12634	789
7764	790
11054	791
4752	792
7746	793
8990	794
4770	795
16554	796
6906	797
7848	798
7830	799
11732	800
7366	801
4812	802
18980	803
4824	804
4830	805
15424	806
4842	807
7968	808
11930	809
7632	810
12678	811
12596	812
4878	813
4884	814
7062	815
7504	816
7698	817
7088	818
8050	819
7992	820
15344	821
13456	822
8106	823
11820	824
4950	825
7596	826
7166	827
4968	828
8154	829
13688	830
17294	831
4992	832
12218	833
8224	834
8082	835
11684	836
8158	837
7896	838
9500	839
5040	840
7734	841
7296	842
5058	843
8124	844
16652	845
7780	846
5082	847
16658	848
8370	849
8304	850
11894	851
8028	852
5118	853
12680	854
8230	855
10584	856
11960	857
5148	858
8094	859
12852	860
13534	861
5172	862
7478	863
5184	864
5190	865
27530	866
5202	867
8508	868
12930	869
6902	870
13770	871
7556	872
8226	873
8460	874
9908	875
8056	876
11472	877
7608	878
5274	879
8292	880
16874	881
5292	882
5298	883
12338	884
5310	885
8148	886
17406	887
14596	888
5334	889
7712	890
14134	891
8796	892
10112	893
11430	894
5370	895
12524	896
8838	897
5388	898
13190	899
8712	900
13794	901
10214	902
5418	903
5424	904
13442	905
13924	906
8862	907
13028	908
5454	909
8760	910
18224	911
8992	912
8838	913
13640	914
8622	915
8424	916
7946	917
5508	918
5514	919
10418	920
14410	921
14928	922
7998	923
5544	924
5550	925
22664	926
5562	927
9156	928
17828	929
7380	930
11514	931
13676	932
5598	933
9204	934
13982	935
14332	936
9186	937
13094	938
12290	939
5640	940
13154	941
5652	942
14748	943
8180	944
9234	945
8700	946
10724	947
5688	948
5694	949
13632	950
8746	951
9216	952
